站点,水系,日期时间,水位,流量
寸滩,长江,23-06-2020 11:00:00,169.28,20600
武隆,乌江,23-06-2020 11:00:00,186.25,7380
宜昌,长江,23-06-2020 11:04:00,48.46,30400
沙市,长江,23-06-2020 11:00:00,39.36,27100
九江,长江,23-06-2020 11:00:00,16.68,37900
大通,长江,23-06-2020 11:00:00,11.62,41400
城陵矶(七),洞庭湖,23-06-2020 11:00:00,29.22,11800
湖口,鄱阳湖,23-06-2020 11:00:00,16.01,1240
三峡水库(出库),长江,23-06-2020 11:00:00,146.93,31000
丹江口水库(出库),汉江,23-06-2020 11:00:00,159.19,958
武隆,乌江,23-06-2020 12:00:00,185.32,6900
宜昌,长江,23-06-2020 12:00:00,48.58,31200
沙市,长江,23-06-2020 12:00:00,39.39,27200
汉口,长江,23-06-2020 12:00:00,23.11,33500
九江,长江,23-06-2020 12:00:00,16.69,38100
大通,长江,23-06-2020 12:00:00,11.63,41500
城陵矶(七),洞庭湖,23-06-2020 12:00:00,29.23,11800
湖口,鄱阳湖,23-06-2020 12:00:00,16.02,1230
三峡水库(出库),长江,23-06-2020 12:00:00,146.98,31100
寸滩,长江,23-06-2020 12:00:00,169.26,20600
丹江口水库(出库),汉江,23-06-2020 12:00:00,159.19,962
寸滩,长江,23-06-2020 13:00:00,169.18,20400
武隆,乌江,23-06-2020 13:00:00,184.43,6480
宜昌,长江,23-06-2020 13:00:00,48.62,31300
沙市,长江,23-06-2020 13:00:00,39.42,27400
汉口,长江,23-06-2020 13:00:00,23.11,33500
九江,长江,23-06-2020 13:00:00,16.69,38100
大通,长江,23-06-2020 13:00:00,11.65,41600
城陵矶(七),洞庭湖,23-06-2020 13:00:00,29.26,11800
湖口,鄱阳湖,23-06-2020 13:00:00,16.02,1230
三峡水库(出库),长江,23-06-2020 13:00:00,147,31100
丹江口水库(出库),汉江,23-06-2020 13:00:00,159.19,960
寸滩,长江,23-06-2020 14:00:00,169.07,20200
武隆,乌江,23-06-2020 14:00:00,184.06,6330
宜昌,长江,23-06-2020 14:00:00,48.62,31300
沙市,长江,23-06-2020 14:00:00,39.47,27600
汉口,长江,23-06-2020 14:00:00,23.14,33600
九江,长江,23-06-2020 14:00:00,16.71,38300
大通,长江,23-06-2020 14:00:00,11.67,41000
城陵矶(七),洞庭湖,23-06-2020 14:00:00,29.32,11900
湖口,鄱阳湖,23-06-2020 14:00:00,16.03,1220
三峡水库,长江,23-06-2020 14:00:00,147.04,34500
三峡水库(出库),长江,23-06-2020 14:00:00,147.04,31000
丹江口水库,汉江,23-06-2020 14:00:00,159.2,2070
丹江口水库(出库),汉江,23-06-2020 14:00:00,159.2,955
寸滩,长江,23-06-2020 15:00:00,168.94,19900
武隆,乌江,23-06-2020 15:00:00,183.65,6110
宜昌,长江,23-06-2020 15:00:00,48.63,31400
沙市,长江,23-06-2020 15:00:00,39.43,27300
汉口,长江,23-06-2020 15:00:00,23.16,33700
九江,长江,23-06-2020 15:00:00,16.72,38500
大通,长江,23-06-2020 15:00:00,11.71,41100
城陵矶(七),洞庭湖,23-06-2020 15:00:00,29.35,11900
湖口,鄱阳湖,23-06-2020 15:00:00,16.03,1220
三峡水库(出库),长江,23-06-2020 15:00:00,147.08,31000
丹江口水库(出库),汉江,23-06-2020 15:00:00,159.2,951
武隆,乌江,23-06-2020 15:02:00,183.75,6280
寸滩,长江,23-06-2020 16:00:00,168.78,19500
武隆,乌江,23-06-2020 16:00:00,183.72,6150
宜昌,长江,23-06-2020 16:00:00,48.64,31400
沙市,长江,23-06-2020 16:00:00,39.5,27700
汉口,长江,23-06-2020 16:00:00,23.18,33800
九江,长江,23-06-2020 16:00:00,16.73,38700
大通,长江,23-06-2020 16:00:00,11.73,41200
城陵矶(七),洞庭湖,23-06-2020 16:00:00,29.34,11900
湖口,鄱阳湖,23-06-2020 16:00:00,16.05,1210
三峡水库(出库),长江,23-06-2020 16:00:00,147.12,30900
丹江口水库(出库),汉江,23-06-2020 16:00:00,159.2,945
寸滩,长江,23-06-2020 17:00:00,168.61,19100
武隆,乌江,23-06-2020 17:00:00,183.9,6250
宜昌,长江,23-06-2020 17:00:00,48.65,31400
沙市,长江,23-06-2020 17:00:00,39.53,27800
汉口,长江,23-06-2020 17:00:00,23.19,33800
九江,长江,23-06-2020 17:00:00,16.72,38500
大通,长江,23-06-2020 17:00:00,11.75,41100
城陵矶(七),洞庭湖,23-06-2020 17:00:00,29.34,9830
湖口,鄱阳湖,23-06-2020 17:00:00,16.04,1210
三峡水库(出库),长江,23-06-2020 17:00:00,147.14,30900
丹江口水库(出库),汉江,23-06-2020 17:00:00,159.21,952
寸滩,长江,23-06-2020 18:00:00,168.42,18700
武隆,乌江,23-06-2020 18:00:00,183.88,6240
宜昌,长江,23-06-2020 18:00:00,48.63,31400
沙市,长江,23-06-2020 18:00:00,39.53,27800
汉口,长江,23-06-2020 18:00:00,23.2,33800
九江,长江,23-06-2020 18:00:00,16.71,38400
大通,长江,23-06-2020 18:00:00,11.75,41300
城陵矶(七),洞庭湖,23-06-2020 18:00:00,29.39,9800
湖口,鄱阳湖,23-06-2020 18:00:00,16.04,1210
三峡水库(出库),长江,23-06-2020 18:00:00,147.16,30900
丹江口水库(出库),汉江,23-06-2020 18:00:00,159.21,952
寸滩,长江,23-06-2020 19:00:00,168.27,18400
武隆,乌江,23-06-2020 19:00:00,183.76,6170
宜昌,长江,23-06-2020 19:00:00,48.63,31400
沙市,长江,23-06-2020 19:00:00,39.53,27700
汉口,长江,23-06-2020 19:00:00,23.22,33900
九江,长江,23-06-2020 19:00:00,16.73,38700
大通,长江,23-06-2020 19:00:00,11.75,41400
城陵矶(七),洞庭湖,23-06-2020 19:00:00,29.44,9780
湖口,鄱阳湖,23-06-2020 19:00:00,16.05,1200
三峡水库(出库),长江,23-06-2020 19:00:00,147.18,30900
丹江口水库(出库),汉江,23-06-2020 19:00:00,159.21,941
寸滩,长江,23-06-2020 20:00:00,168.11,18000
武隆,乌江,23-06-2020 20:00:00,183.35,5960
宜昌,长江,23-06-2020 20:00:00,48.65,31400
沙市,长江,23-06-2020 20:00:00,39.56,27800
汉口,长江,23-06-2020 20:00:00,23.24,34000
九江,长江,23-06-2020 20:00:00,16.74,38800
大通,长江,23-06-2020 20:00:00,11.75,41600
城陵矶(七),洞庭湖,23-06-2020 20:00:00,29.48,9770
湖口,鄱阳湖,23-06-2020 20:00:00,16.05,1200
丹江口水库,汉江,23-06-2020 20:00:00,159.22,1690
丹江口水库(出库),汉江,23-06-2020 20:00:00,159.22,946
三峡水库,长江,23-06-2020 20:00:00,147.21,32000
三峡水库(出库),长江,23-06-2020 20:00:00,147.21,30900
寸滩,长江,23-06-2020 21:00:00,168.02,17800
武隆,乌江,23-06-2020 21:00:00,182.84,5690
宜昌,长江,23-06-2020 21:00:00,48.65,31400
沙市,长江,23-06-2020 21:00:00,39.56,27700
汉口,长江,23-06-2020 21:00:00,23.26,34000
九江,长江,23-06-2020 21:00:00,16.76,39000
大通,长江,23-06-2020 21:00:00,11.74,41500
城陵矶(七),洞庭湖,23-06-2020 21:00:00,29.43,9790
湖口,鄱阳湖,23-06-2020 21:00:00,16.07,1190
三峡水库(出库),长江,23-06-2020 21:00:00,147.23,30900
丹江口水库(出库),汉江,23-06-2020 21:00:00,159.22,948
寸滩,长江,23-06-2020 22:00:00,167.96,17700
武隆,乌江,23-06-2020 22:00:00,182.52,5530
宜昌,长江,23-06-2020 22:00:00,48.64,31400
沙市,长江,23-06-2020 22:00:00,39.58,27700
汉口,长江,23-06-2020 22:00:00,23.27,34100
九江,长江,23-06-2020 22:00:00,16.77,39100
大通,长江,23-06-2020 22:00:00,11.74,41700
城陵矶(七),洞庭湖,23-06-2020 22:00:00,29.44,9780
湖口,鄱阳湖,23-06-2020 22:00:00,16.09,1190
三峡水库(出库),长江,23-06-2020 22:00:00,147.25,30800
丹江口水库(出库),汉江,23-06-2020 22:00:00,159.23,940
寸滩,长江,23-06-2020 23:00:00,167.86,17500
武隆,乌江,23-06-2020 23:00:00,182.38,5450
宜昌,长江,23-06-2020 23:00:00,48.65,31400
沙市,长江,23-06-2020 23:00:00,39.59,27800
汉口,长江,23-06-2020 23:00:00,23.28,34100
九江,长江,23-06-2020 23:00:00,16.78,39300
大通,长江,23-06-2020 23:00:00,11.73,41600
城陵矶(七),洞庭湖,23-06-2020 23:00:00,29.49,9770
湖口,鄱阳湖,23-06-2020 23:00:00,16.1,1190
三峡水库(出库),长江,23-06-2020 23:00:00,147.28,30600
丹江口水库(出库),汉江,23-06-2020 23:00:00,159.23,948
寸滩,长江,24-06-2020 00:00:00,167.84,17500
武隆,乌江,24-06-2020 00:00:00,182.31,5420
宜昌,长江,24-06-2020 00:00:00,48.66,31500
沙市,长江,24-06-2020 00:00:00,39.65,28100
汉口,长江,24-06-2020 00:00:00,23.3,34200
九江,长江,24-06-2020 00:00:00,16.8,39500
大通,长江,24-06-2020 00:00:00,11.73,41800
城陵矶(七),洞庭湖,24-06-2020 00:00:00,29.53,9760
湖口,鄱阳湖,24-06-2020 00:00:00,16.13,1180
三峡水库(出库),长江,24-06-2020 00:00:00,147.32,28600
丹江口水库(出库),汉江,24-06-2020 00:00:00,159.23,946
寸滩,长江,24-06-2020 01:00:00,167.83,17500
武隆,乌江,24-06-2020 01:00:00,182.22,5370
宜昌,长江,24-06-2020 01:00:00,48.47,30800
沙市,长江,24-06-2020 01:00:00,39.63,28000
汉口,长江,24-06-2020 01:00:00,23.31,34200
九江,长江,24-06-2020 01:00:00,16.82,39700
大通,长江,24-06-2020 01:00:00,11.73,41900
城陵矶(七),洞庭湖,24-06-2020 01:00:00,29.55,9750
湖口,鄱阳湖,24-06-2020 01:00:00,16.15,1180
三峡水库(出库),长江,24-06-2020 01:00:00,147.42,28200
丹江口水库(出库),汉江,24-06-2020 01:00:00,159.24,904
寸滩,长江,24-06-2020 02:00:00,167.84,17500
武隆,乌江,24-06-2020 02:00:00,182.03,5280
宜昌,长江,24-06-2020 02:00:00,48.32,30300
沙市,长江,24-06-2020 02:00:00,39.63,27800
汉口,长江,24-06-2020 02:00:00,23.32,34200
九江,长江,24-06-2020 02:00:00,16.81,39600
大通,长江,24-06-2020 02:00:00,11.73,41900
城陵矶(七),洞庭湖,24-06-2020 02:00:00,29.58,9740
湖口,鄱阳湖,24-06-2020 02:00:00,16.15,1170
三峡水库,长江,24-06-2020 02:00:00,147.5,30000
三峡水库(出库),长江,24-06-2020 02:00:00,147.5,28100
丹江口水库,汉江,24-06-2020 02:00:00,159.24,1680
丹江口水库(出库),汉江,24-06-2020 02:00:00,159.24,907
寸滩,长江,24-06-2020 03:00:00,167.89,17600
武隆,乌江,24-06-2020 03:00:00,181.88,5200
宜昌,长江,24-06-2020 03:00:00,48.22,29900
沙市,长江,24-06-2020 03:00:00,39.64,27800
汉口,长江,24-06-2020 03:00:00,23.34,34300
九江,长江,24-06-2020 03:00:00,16.82,39700
大通,长江,24-06-2020 03:00:00,11.74,42000
城陵矶(七),洞庭湖,24-06-2020 03:00:00,29.58,9740
湖口,鄱阳湖,24-06-2020 03:00:00,16.16,1170
三峡水库(出库),长江,24-06-2020 03:00:00,147.54,28100
丹江口水库(出库),汉江,24-06-2020 03:00:00,159.25,910
寸滩,长江,24-06-2020 04:00:00,167.93,17700
武隆,乌江,24-06-2020 04:00:00,182.07,5300
宜昌,长江,24-06-2020 04:00:00,48.13,29600
沙市,长江,24-06-2020 04:00:00,39.65,27900
汉口,长江,24-06-2020 04:00:00,23.35,34400
九江,长江,24-06-2020 04:00:00,16.84,40000
大通,长江,24-06-2020 04:00:00,11.76,41800
城陵矶(七),洞庭湖,24-06-2020 04:00:00,29.55,9750
湖口,鄱阳湖,24-06-2020 04:00:00,16.16,1160
三峡水库(出库),长江,24-06-2020 04:00:00,147.57,28200
丹江口水库(出库),汉江,24-06-2020 04:00:00,159.25,910
寸滩,长江,24-06-2020 05:00:00,167.98,17800
武隆,乌江,24-06-2020 05:00:00,182.28,5400
宜昌,长江,24-06-2020 05:00:00,48.3,30200
沙市,长江,24-06-2020 05:00:00,39.67,27900
汉口,长江,24-06-2020 05:00:00,23.36,34400
九江,长江,24-06-2020 05:00:00,16.85,40100
大通,长江,24-06-2020 05:00:00,11.77,42000
城陵矶(七),洞庭湖,24-06-2020 05:00:00,29.6,9740
湖口,鄱阳湖,24-06-2020 05:00:00,16.17,1160
三峡水库(出库),长江,24-06-2020 05:00:00,147.5,30500
丹江口水库(出库),汉江,24-06-2020 05:00:00,159.26,908
寸滩,长江,24-06-2020 06:00:00,167.99,17800
武隆,乌江,24-06-2020 06:00:00,182.3,5410
宜昌,长江,24-06-2020 06:00:00,48.4,30600
沙市,长江,24-06-2020 06:00:00,39.68,27900
汉口,长江,24-06-2020 06:00:00,23.38,34500
九江,长江,24-06-2020 06:00:00,16.85,40100
大通,长江,24-06-2020 06:00:00,11.77,42000
城陵矶(七),洞庭湖,24-06-2020 06:00:00,29.64,9730
湖口,鄱阳湖,24-06-2020 06:00:00,16.17,1160
三峡水库(出库),长江,24-06-2020 06:00:00,147.5,30500
丹江口水库(出库),汉江,24-06-2020 06:00:00,159.26,895
寸滩,长江,24-06-2020 07:00:00,167.99,17800
武隆,乌江,24-06-2020 07:00:00,181.99,5260
宜昌,长江,24-06-2020 07:00:00,48.41,30600
沙市,长江,24-06-2020 07:00:00,39.61,27400
汉口,长江,24-06-2020 07:00:00,23.39,34500
九江,长江,24-06-2020 07:00:00,16.85,40100
大通,长江,24-06-2020 07:00:00,11.77,42100
城陵矶(七),洞庭湖,24-06-2020 07:00:00,29.64,9730
湖口,鄱阳湖,24-06-2020 07:00:00,16.18,1150
三峡水库(出库),长江,24-06-2020 07:00:00,147.44,30500
丹江口水库(出库),汉江,24-06-2020 07:00:00,159.26,888
寸滩,长江,24-06-2020 08:00:00,167.97,17700
武隆,乌江,24-06-2020 08:00:00,181.43,4990
宜昌,长江,24-06-2020 08:00:00,48.44,30700
沙市,长江,24-06-2020 08:00:00,39.61,27400
汉口,长江,24-06-2020 08:00:00,23.4,34500
九江,长江,24-06-2020 08:00:00,16.86,40200
大通,长江,24-06-2020 08:00:00,11.77,42300
城陵矶(七),洞庭湖,24-06-2020 08:00:00,29.62,9730
湖口,鄱阳湖,24-06-2020 08:00:00,16.18,1150
三峡水库,长江,24-06-2020 08:00:00,147.44,27500
三峡水库(出库),长江,24-06-2020 08:00:00,147.44,30500
丹江口水库,汉江,24-06-2020 08:00:00,159.26,1650
丹江口水库(出库),汉江,24-06-2020 08:00:00,159.26,887
寸滩,长江,24-06-2020 09:00:00,167.94,17700
武隆,乌江,24-06-2020 09:00:00,180.9,4740
宜昌,长江,24-06-2020 09:00:00,48.52,31000
沙市,长江,24-06-2020 09:00:00,39.61,27300
汉口,长江,24-06-2020 09:00:00,23.41,34600
九江,长江,24-06-2020 09:00:00,16.86,40000
大通,长江,24-06-2020 09:00:00,11.77,42300
城陵矶(七),洞庭湖,24-06-2020 09:00:00,29.68,9720
湖口,鄱阳湖,24-06-2020 09:00:00,16.2,1140
三峡水库(出库),长江,24-06-2020 09:00:00,147.42,30600
丹江口水库(出库),汉江,24-06-2020 09:00:00,159.26,1340
寸滩,长江,24-06-2020 10:00:00,167.92,17600
武隆,乌江,24-06-2020 10:00:00,180.78,4690
宜昌,长江,24-06-2020 10:00:00,48.52,31000
沙市,长江,24-06-2020 10:00:00,39.6,27200
汉口,长江,24-06-2020 10:00:00,23.42,34600
九江,长江,24-06-2020 10:00:00,16.87,40000
大通,长江,24-06-2020 10:00:00,11.78,42200
城陵矶(七),洞庭湖,24-06-2020 10:00:00,29.71,9710
湖口,鄱阳湖,24-06-2020 10:00:00,16.21,1140
三峡水库(出库),长江,24-06-2020 10:00:00,147.39,30500
丹江口水库(出库),汉江,24-06-2020 10:00:00,159.26,1340
武隆,乌江,24-06-2020 10:16:00,180.8,5070
寸滩,长江,24-06-2020 11:00:00,167.86,17500
武隆,乌江,24-06-2020 11:00:00,180.64,4980
宜昌,长江,24-06-2020 11:00:00,48.51,30900
沙市,长江,24-06-2020 11:00:00,39.61,27400
汉口,长江,24-06-2020 11:00:00,23.43,34600
九江,长江,24-06-2020 11:00:00,16.88,40200
大通,长江,24-06-2020 11:00:00,11.77,42300
城陵矶(七),洞庭湖,24-06-2020 11:00:00,29.7,9710
湖口,鄱阳湖,24-06-2020 11:00:00,16.21,1130
三峡水库(出库),长江,24-06-2020 11:00:00,147.36,30600
丹江口水库(出库),汉江,24-06-2020 11:00:00,159.26,1340
寸滩,长江,24-06-2020 12:00:00,167.82,17400
武隆,乌江,24-06-2020 12:00:00,180.15,4730
宜昌,长江,24-06-2020 12:00:00,48.51,30900
沙市,长江,24-06-2020 12:00:00,39.6,27300
汉口,长江,24-06-2020 12:00:00,23.44,34700
九江,长江,24-06-2020 12:00:00,16.88,40200
大通,长江,24-06-2020 12:00:00,11.76,42400
城陵矶(七),洞庭湖,24-06-2020 12:00:00,29.76,9690
湖口,鄱阳湖,24-06-2020 12:00:00,16.23,1120
三峡水库(出库),长江,24-06-2020 12:00:00,147.35,30600
丹江口水库(出库),汉江,24-06-2020 12:00:00,159.27,883
寸滩,长江,24-06-2020 13:00:00,167.76,17300
武隆,乌江,24-06-2020 13:00:00,180.03,4670
宜昌,长江,24-06-2020 13:00:00,48.54,31000
沙市,长江,24-06-2020 13:00:00,39.62,27300
汉口,长江,24-06-2020 13:00:00,23.45,34700
九江,长江,24-06-2020 13:00:00,16.88,40200
大通,长江,24-06-2020 13:00:00,11.77,42400
城陵矶(七),洞庭湖,24-06-2020 13:00:00,29.75,9700
三峡水库(出库),长江,24-06-2020 13:00:00,147.33,30600
丹江口水库(出库),汉江,24-06-2020 13:00:00,159.27,886
寸滩,长江,24-06-2020 14:00:00,167.7,17200
武隆,乌江,24-06-2020 14:00:00,180.16,4730
宜昌,长江,24-06-2020 14:00:00,48.55,31100
沙市,长江,24-06-2020 14:00:00,39.65,27600
汉口,长江,24-06-2020 14:00:00,23.45,34700
九江,长江,24-06-2020 14:00:00,16.9,40500
大通,长江,24-06-2020 14:00:00,11.78,42300
城陵矶(七),洞庭湖,24-06-2020 14:00:00,29.75,9700
三峡水库,长江,24-06-2020 14:00:00,147.29,27000
三峡水库(出库),长江,24-06-2020 14:00:00,147.29,30700
丹江口水库,汉江,24-06-2020 14:00:00,159.27,1520
丹江口水库(出库),汉江,24-06-2020 14:00:00,159.27,1340
寸滩,长江,24-06-2020 15:00:00,167.63,17100
武隆,乌江,24-06-2020 15:00:00,180.31,4810
宜昌,长江,24-06-2020 15:00:00,48.58,31200
沙市,长江,24-06-2020 15:00:00,39.65,27500
汉口,长江,24-06-2020 15:00:00,23.46,34700
九江,长江,24-06-2020 15:00:00,16.91,40600
大通,长江,24-06-2020 15:00:00,11.79,42400
城陵矶(七),洞庭湖,24-06-2020 15:00:00,29.76,9690
三峡水库(出库),长江,24-06-2020 15:00:00,147.24,30700
丹江口水库(出库),汉江,24-06-2020 15:00:00,159.27,1280
城陵矶(七),洞庭湖,24-06-2020 15:09:00,29.76,11900
寸滩,长江,24-06-2020 16:00:00,167.56,16900
武隆,乌江,24-06-2020 16:00:00,180.59,4950
宜昌,长江,24-06-2020 16:00:00,48.62,31300
沙市,长江,24-06-2020 16:00:00,39.66,27600
汉口,长江,24-06-2020 16:00:00,23.48,34800
九江,长江,24-06-2020 16:00:00,16.93,40800
大通,长江,24-06-2020 16:00:00,11.81,42200
城陵矶(七),洞庭湖,24-06-2020 16:00:00,29.8,12000
三峡水库(出库),长江,24-06-2020 16:00:00,147.24,30700
丹江口水库(出库),汉江,24-06-2020 16:00:00,159.27,1290
寸滩,长江,24-06-2020 17:00:00,167.51,16800
武隆,乌江,24-06-2020 17:00:00,180.86,5090
宜昌,长江,24-06-2020 17:00:00,48.64,31400
沙市,长江,24-06-2020 17:00:00,39.63,27300
汉口,长江,24-06-2020 17:00:00,23.49,34800
九江,长江,24-06-2020 17:00:00,16.93,40800
大通,长江,24-06-2020 17:00:00,11.82,42400
城陵矶(七),洞庭湖,24-06-2020 17:00:00,29.82,12000
湖口,鄱阳湖,24-06-2020 17:00:00,16.26,140
三峡水库(出库),长江,24-06-2020 17:00:00,147.21,30700
宜昌,长江,24-06-2020 17:10:00,48.64,31100
丹江口水库(出库),汉江,24-06-2020 17:00:00,159.27,1010
寸滩,长江,24-06-2020 18:00:00,167.42,16600
武隆,乌江,24-06-2020 18:00:00,181.06,5190
宜昌,长江,24-06-2020 18:00:00,48.63,31400
沙市,长江,24-06-2020 18:00:00,39.67,27600
汉口,长江,24-06-2020 18:00:00,23.51,34900
九江,长江,24-06-2020 18:00:00,16.92,40700
大通,长江,24-06-2020 18:00:00,11.83,42400
城陵矶(七),洞庭湖,24-06-2020 18:00:00,29.83,12000
湖口,鄱阳湖,24-06-2020 18:00:00,16.27,146
三峡水库(出库),长江,24-06-2020 18:00:00,147.15,30700
丹江口水库(出库),汉江,24-06-2020 18:00:00,159.26,1290
寸滩,长江,24-06-2020 19:00:00,167.37,16500
武隆,乌江,24-06-2020 19:00:00,181.01,5170
宜昌,长江,24-06-2020 19:00:00,48.63,31400
沙市,长江,24-06-2020 19:00:00,39.63,27300
汉口,长江,24-06-2020 19:00:00,23.52,34900
九江,长江,24-06-2020 19:00:00,16.92,40700
大通,长江,24-06-2020 19:00:00,11.83,42400
城陵矶(七),洞庭湖,24-06-2020 19:00:00,29.85,12000
湖口,鄱阳湖,24-06-2020 19:00:00,16.28,151
三峡水库(出库),长江,24-06-2020 19:00:00,147.11,30800
丹江口水库(出库),汉江,24-06-2020 19:00:00,159.26,1330
寸滩,长江,24-06-2020 20:00:00,167.36,16500
武隆,乌江,24-06-2020 20:00:00,180.95,5130
宜昌,长江,24-06-2020 20:00:00,48.63,31400
沙市,长江,24-06-2020 20:00:00,39.7,27800
汉口,长江,24-06-2020 20:00:00,23.53,35000
九江,长江,24-06-2020 20:00:00,16.93,40700
大通,长江,24-06-2020 20:00:00,11.83,42600
城陵矶(七),洞庭湖,24-06-2020 20:00:00,29.87,12000
湖口,鄱阳湖,24-06-2020 20:00:00,16.29,157
三峡水库,长江,24-06-2020 20:00:00,147.08,25000
三峡水库(出库),长江,24-06-2020 20:00:00,147.08,30800
丹江口水库,汉江,24-06-2020 20:00:00,159.27,1310
丹江口水库(出库),汉江,24-06-2020 20:00:00,159.27,1340
寸滩,长江,24-06-2020 21:00:00,167.36,16500
武隆,乌江,24-06-2020 21:00:00,181.04,5180
宜昌,长江,24-06-2020 21:00:00,48.64,31400
沙市,长江,24-06-2020 21:00:00,39.67,27600
汉口,长江,24-06-2020 21:00:00,23.53,35000
九江,长江,24-06-2020 21:00:00,16.94,40900
大通,长江,24-06-2020 21:00:00,11.82,42700
城陵矶(七),洞庭湖,24-06-2020 21:00:00,29.88,12000
湖口,鄱阳湖,24-06-2020 21:00:00,16.3,162
三峡水库(出库),长江,24-06-2020 21:00:00,147.04,30800
丹江口水库(出库),汉江,24-06-2020 21:00:00,159.28,1330
寸滩,长江,24-06-2020 22:00:00,167.29,16400
武隆,乌江,24-06-2020 22:00:00,181.14,5230
宜昌,长江,24-06-2020 22:00:00,48.63,31400
沙市,长江,24-06-2020 22:00:00,39.66,27400
汉口,长江,24-06-2020 22:00:00,23.55,35000
九江,长江,24-06-2020 22:00:00,16.95,41000
大通,长江,24-06-2020 22:00:00,11.81,42600
城陵矶(七),洞庭湖,24-06-2020 22:00:00,29.95,12000
湖口,鄱阳湖,24-06-2020 22:00:00,16.31,168
三峡水库(出库),长江,24-06-2020 22:00:00,147.01,30800
丹江口水库(出库),汉江,24-06-2020 22:00:00,159.28,1330
寸滩,长江,24-06-2020 23:00:00,167.25,16300
武隆,乌江,24-06-2020 23:00:00,180.99,5150
宜昌,长江,24-06-2020 23:00:00,48.57,31200
沙市,长江,24-06-2020 23:00:00,39.67,27400
汉口,长江,24-06-2020 23:00:00,23.55,35000
九江,长江,24-06-2020 23:00:00,16.96,41100
大通,长江,24-06-2020 23:00:00,11.81,42600
城陵矶(七),洞庭湖,24-06-2020 23:00:00,29.86,12000
湖口,鄱阳湖,24-06-2020 23:00:00,16.32,174
三峡水库(出库),长江,24-06-2020 23:00:00,146.99,30800
丹江口水库(出库),汉江,24-06-2020 23:00:00,159.29,865
寸滩,长江,25-06-2020 00:00:00,167.22,16200
武隆,乌江,25-06-2020 00:00:00,180.86,5090
宜昌,长江,25-06-2020 00:00:00,48.56,31100
沙市,长江,25-06-2020 00:00:00,39.71,27700
汉口,长江,25-06-2020 00:00:00,23.56,35100
九江,长江,25-06-2020 00:00:00,16.97,41300
城陵矶(七),洞庭湖,25-06-2020 00:00:00,29.93,12000
湖口,鄱阳湖,25-06-2020 00:00:00,16.33,179
三峡水库(出库),长江,25-06-2020 00:00:00,146.95,30900
丹江口水库(出库),汉江,25-06-2020 00:00:00,159.3,829
寸滩,长江,25-06-2020 01:00:00,167.2,16200
武隆,乌江,25-06-2020 01:00:00,180.77,5040
宜昌,长江,25-06-2020 01:00:00,48.54,31000
沙市,长江,25-06-2020 01:00:00,39.7,27600
汉口,长江,25-06-2020 01:00:00,23.57,35100
九江,长江,25-06-2020 01:00:00,16.98,41400
大通,长江,25-06-2020 01:00:00,11.79,43000
城陵矶(七),洞庭湖,25-06-2020 01:00:00,29.98,12100
湖口,鄱阳湖,25-06-2020 01:00:00,16.34,185
三峡水库(出库),长江,25-06-2020 01:00:00,147.01,28600
丹江口水库(出库),汉江,25-06-2020 01:00:00,159.29,1010
寸滩,长江,25-06-2020 02:00:00,167.25,16300
武隆,乌江,25-06-2020 02:00:00,180.75,5030
宜昌,长江,25-06-2020 02:00:00,48.39,30500
沙市,长江,25-06-2020 02:00:00,39.69,27500
汉口,长江,25-06-2020 02:00:00,23.57,35100
九江,长江,25-06-2020 02:00:00,16.98,41400
大通,长江,25-06-2020 02:00:00,11.78,43100
城陵矶(七),洞庭湖,25-06-2020 02:00:00,30.02,12100
湖口,鄱阳湖,25-06-2020 02:00:00,16.34,190
三峡水库,长江,25-06-2020 02:00:00,147.01,25000
三峡水库(出库),长江,25-06-2020 02:00:00,147.01,28500
丹江口水库,汉江,25-06-2020 02:00:00,159.3,2230
丹江口水库(出库),汉江,25-06-2020 02:00:00,159.3,1010
寸滩,长江,25-06-2020 03:00:00,167.25,16300
武隆,乌江,25-06-2020 03:00:00,180.59,4950
宜昌,长江,25-06-2020 03:00:00,48.35,30400
沙市,长江,25-06-2020 03:00:00,39.7,27500
汉口,长江,25-06-2020 03:00:00,23.58,35100
九江,长江,25-06-2020 03:00:00,16.99,41500
大通,长江,25-06-2020 03:00:00,11.79,42900
城陵矶(七),洞庭湖,25-06-2020 03:00:00,29.93,12000
湖口,鄱阳湖,25-06-2020 03:00:00,16.34,196
三峡水库(出库),长江,25-06-2020 03:00:00,147.02,28500
丹江口水库(出库),汉江,25-06-2020 03:00:00,159.3,1010
寸滩,长江,25-06-2020 04:00:00,167.26,16300
武隆,乌江,25-06-2020 04:00:00,180.44,4870
宜昌,长江,25-06-2020 04:00:00,48.29,30200
沙市,长江,25-06-2020 04:00:00,39.7,27500
汉口,长江,25-06-2020 04:00:00,23.6,35200
九江,长江,25-06-2020 04:00:00,16.99,41500
大通,长江,25-06-2020 04:00:00,11.79,42700
城陵矶(七),洞庭湖,25-06-2020 04:00:00,30,12100
湖口,鄱阳湖,25-06-2020 04:00:00,16.35,202
三峡水库(出库),长江,25-06-2020 04:00:00,146.99,28500
丹江口水库(出库),汉江,25-06-2020 04:00:00,159.3,1020
寸滩,长江,25-06-2020 05:00:00,167.24,16300
武隆,乌江,25-06-2020 05:00:00,180.39,4850
宜昌,长江,25-06-2020 05:00:00,48.26,30100
